chunk_id,source_id,source_file,source_type,title,category,product,component,risk_level,content,allowed_for_ai
chunk-00038,ticket-0010,Massa_de_dados_exportada_Maio__Abertos.csv,ticket_history,[MPPA] Perda de Volume VMware,Nutanix,Nutanix,AOS,high,"[MPPA] Perda de Volume VMware | Segue relato de inacessibilidade de um volume no Vcenter utilizado pela nossa infraestrutura Openshift. Problema identificado após a queda do cluster em 24/04/2026. Prezado Anderson, Em atenção ao caso aberto junto a Red Hat, solicito a abertura de chamado para análise do volume abaixo no ambiente VMware, com o objetivo de verificar sua existência e identificar possíveis inconsistências registradas no event log do vCenter. Detalhes do volume: PVC: pvc-88605aee-deb2-4c36-b02b-9a13e181011f CNS Volume ID: 34a75a1e-[PHONE_MASKED]-ade3-1605f711a1b6 Informações do ambiente: Virtual Machine: vm-4255 vCenter: s1vcenter8.mp.pa.gov.br UUID: 423477d3-185c-9cd9-da4b-be9819f73921 Datacenter: datacenter-3 Erro identificado: The resource 'volume' is in use. opId: 804c51ae Solicitação: Verificar se o volume CNS ainda existe no ambiente; Analisar os eventos no vCenter relacionados ao volume informado; Identificar a causa do erro de ""volume em uso""; Fico à disposição para fornecer informações adicionais, caso necessário. Atenciosamente, De: Red Hat Support <[EMAIL_MASKED]> Enviado: terça-feira, 5 de maio de 2026 15:15 Para: MATHEUS DE FIGUEIREDO SOARES RAPOSO <[EMAIL_MASKED]>; EDNELSON SILVA DE SOUSA <[EMAIL_MASKED]>; JEFFERSON LUIZ DO NASCIMENTO RIBEIRO <[EMAIL_MASKED]>; MOISES SOARES VIEIRA <[EMAIL_MASKED]>; HELDER DIEGO DE SOUZA MIRANDA <[EMAIL_MASKED]>; ANDERSON SANTOS DE SOUZA <[EMAIL_MASKED]> Assunto: (WoRH) (SEV 2) Caso #[PHONE_MASKED] (The noobaa-operator pod is in CrashLoopBackOff with 5+ restarts) ref:_00DA0HxWH._500Hn1sLP8C:ref --------------------------------------- | Informações sobre o Caso | --------------------------------------- [URL_MASKED]] Título do Caso : The noobaa-operator pod is in CrashLoopBackOff with 5+ restarts Número do Caso : [PHONE_MASKED] Data de Abertura do Caso : 2026-05-04 11:39:18 Gravidade : 2 (High) Tipo de Problema : Other Produto : OpenShift Container Platform Versão do produto : 4.18 --------------------------------------- Os anexos a seguir foram recentemente adicionados a este caso: inspect.local.[PHONE_MASKED][PHONE_MASKED].zip must-gather.zip must-gather.zip must-gather-noobaa-prd.zip --------------------------------------- Para garantir a melhor experiência de suporte possível, por favor observe o seguinte: * Ao responder a este email, os seus comentários provavelmente serão adicionados ao caso. No entanto, sugerimos que os comentários sejam adicionados diretamente ao Portal do Consumidor, no caso de falhas de email. * Ao responder a este email, não mude o assunto. * Certifique-se de responder aos emails do caso com o endereço de email listado como seu contato para o caso. * Os anexos não podem ser adicionados aos casos via email. Eles devem ser inseridos no caso diretamente. --------------------------------------- Supporting success. Exceeding expectations. Suporte Red Hat na Mídia Social: [URL_MASKED] Discussões do Portal do Consumidor Red Hat: [URL_MASKED] Red Hat Access Labs: [URL_MASKED] Caso você precise de assistência imediata, por favor acesse [URL_MASKED] --------------------------------------- ref:_00DA0HxWH._500Hn1sLP8C:ref |  | Nutanix | AOS",true
chunk-00039,ticket-0011,Massa_de_dados_exportada_Maio__Abertos.csv,ticket_history,[SEFAZ-MT] Backup parado por falta de espaço no exagrid,Commvault,,Storage,high,"[SEFAZ-MT] Backup parado por falta de espaço no exagrid | ontem fizemos alterações nos jopbs de backup do commvault, retirei a deduplicação e a compressão dos jobs e deixei que o exagrid fizess pois a deduplicação no exagrid estava em 1.7:1 apos essa alteração foi para 2.28:1 mas o crescimento da base foi rapido e a previsão de ficar cheia era para setembro de 2026 acabou sendo ontem. | Foi identificada falha na execução dos backups para o appliance ExaGrid AVTA[PHONE_MASKED] devido à indisponibilidade de espaço em disco. Acionado suporte do fabricante ExaGrid para análise do cenário. Conforme orientação do engenheiro Leandro Morales (ExaGrid), foi realizada a parada temporária do envio de todos os backups ao appliance, a fim de permitir o processamento do serviço de desduplicação e consequente liberação de espaço. Adicionalmente, foi efetuado o ajuste temporário do RTL (Retention Time Limit) dos shares para 1 dia, visando liberar dados em estado Pending Purge. Foi esclarecido pelo fabricante que a variação da taxa de deduplicação observada é um comportamento esperado durante períodos de alta movimentação ou exclusão de dados, devendo se normalizar após a conclusão do processamento do backlog. O equipamento seguiu processando o backlog de desduplicação e liberando espaço gradualmente, estando sob monitoramento contínuo do suporte ExaGrid. A recomendação era manter os backups pausados até a estabilização do ambiente, com nova validação prevista após a evolução do processamento. Em 07/05 validamos com o cliente que foram liberados 30TB de espaço no appliance, sendo possível retomar a rotina de backups do ambiente da SEFAZ-MT. | Commvault | Repositório",true
chunk-00040,ticket-0012,Massa_de_dados_exportada_Maio__Abertos.csv,ticket_history,[CLEARIT] Criação de e-mail,Outros,,,low,"[CLEARIT] Criação de e-mail | Bom dia! Poderia criar um e-mail para o Compliance, com o endereço: compliace@clearit e incluir a Dr. Michele e Dr. Livia. [EMAIL_MASKED]; [EMAIL_MASKED] | Grupo criado e realizado uma regra de redirecionamento no exchange para enviar os emails da caixa para as duas pessoas informadas na descrição. | Outros | Outros",true
chunk-00041,ticket-0013,Massa_de_dados_exportada_Maio__Abertos.csv,ticket_history,[SETIC-RO] Erro na execução de BKP Commvault,Commvault,Nutanix,Prism,high,"[SETIC-RO] Erro na execução de BKP Commvault | Erro na execução de politicas de BKP, ferramenta Commvault | Problema Relatado: Falhas recorrentes e totais nos jobs de backup VSA (Commvault) das VMs hospedadas no cluster Nutanix DETIC, iniciadas em 07/02/2026. Causa Raiz: Corrupção lógica e estrutural no banco de dados interno do Nutanix (Zookeeper). O serviço Cerebro (responsável pelo gerenciamento de snapshots) encontra-se em crash loop infinito devido a um paradoxo de configuração: um ""Remote Site"" fantasma registrado no banco aponta para o próprio Cluster ID local (111065). Sem o serviço Cerebro ativo, a API de gerenciamento de disco do hipervisor fica inoperante, impedindo o Commvault de executar os snapshots. Ações Realizadas (Troubleshooting): Análise dos logs .FATAL nas CVMs, confirmando a assinatura do erro (Check failed: remote_site Remote site does not exist with cluster id 111065). Inspeção da base de dados via zeus_config_printer, confirmando a configuração circular. Tentativas de deleção da entidade corrompida via ncli e Prism Gateway REST API. Operações bloqueadas (HTTP 500) pela ausência do serviço Cerebro para validar a transação. Reset controlado do serviço (genesis stop cerebro), porém o erro retorna imediatamente na inicialização. Alinhamento: O equipamento (Nós G5) encontra-se em End of Life (EOL), com licenciamento expirado (standby mode) e sem contrato de suporte ativo junto à fabricante Nutanix. Como acordado com o cliente (Jean Franco), a atualização do ambiente (AOS) é indicada como última tentativa de estabilização do software. Contudo, foi formalmente ressaltado e aceito que o risco de não retorno do ambiente durante essa atualização deve ser assumido pelo cliente, dados os agravantes estruturais: hardware EOL sem respaldo do fabricante, múltiplos indicadores de degradação física/lógica e ausência de suporte para acionamento em caso de falha crítica. | Commvault | CommCell Console",true
chunk-00042,ticket-0014,Massa_de_dados_exportada_Maio__Abertos.csv,ticket_history,[CBMAC] Share Permissions (SMB) e Backup,Nutanix,Nutanix,,low,"[CBMAC] Share Permissions (SMB) e Backup | Bom Dia, mesmo eu colocando o usuário somente com permissão de leitura ele consegue add e excluir dentro da pasta compartilhada. E preciso de uma ajuda para configurar Backup/Snapshots no file server. |  | Nutanix | Services (Files/Objects)",true
chunk-00043,ticket-0015,Massa_de_dados_exportada_Maio__Abertos.csv,ticket_history,[PRODAM] DIMM CECC error,Nutanix,Nutanix,,high,"[PRODAM] DIMM CECC error | Boa tarde, solicito apoio técnico para verificação do alerta em host NX-8170-G9 (24SH5R240435). 1 DIMM RAS event found for P1-DIMMD2(Serial:80CE[PHONE_MASKED]0E9) by Samsung on host [IP_MASKED] in last 24 hours. Installed BIOS version is EH31.001 | Seguindo a documentação oficial da Nutanix ([URL_MASKED]), colocamos o Node que apresentou o erro em modo manutenção, monitorando a resiliencia do Cluster e o migration de VMs. Após o Node entrar em modo manutenção, realizamos o acesso via SSH com o usuário root no host, e realizamos o reboot do mesmo através do comando: Reboot -h now Durante a inicialização do Node, foi apresentado a mensagem “Post Package Repair Success P1 = DIMMC1”, que indica que o problema foi corrigido após a reinicialização. Após o Node estar 100% operante, verificamos que de fato a correção foi realizada com sucesso. Confirmado que o problema foi sanado, removemos o Node do modo manutenção e acordamos que o chamado seria encerrado, e o Node ficaria em observação pelo cliente. | Nutanix | Hardware",true
chunk-00044,ticket-0016,Massa_de_dados_exportada_Maio__Abertos.csv,ticket_history,[CLEARIT] Acesso ao Share Clientes,Outros,,,low,"[CLEARIT] Acesso ao Share Clientes | Olá, gostaria de solicitar acesso ao SharePoint Comercial para o Samuel Moreira | acesso liberado a pasta clientes | Outros | Outros",true
chunk-00045,ticket-0017,Massa_de_dados_exportada_Maio__Abertos.csv,ticket_history,[PMM] Host ficou preso no processo de remoção do cluster,Nutanix,Nutanix,Prism,high,"[PMM] Host ficou preso no processo de remoção do cluster | Ao executar o processo de remoção de um host do cluster Infra, o mesmo iniciou o procedimento de remoção, limpou todos os discos, mas não removeu o host, deixando o processo pendente e o host com o status de ""Being Removed"" | Situação identificada · Host [IP_MASKED]: remoção lógica concluída; permanece “travado” na interface (GUI) do Prism. · Host [IP_MASKED]: remoção em fase final, com tarefa em 94%. Encaminhamento acordado · Aguardamos a finalização da remoção do host [IP_MASKED] para prosseguir com a tratativa. · Nova sessão planejada para 08/05, entre 10:00 e 10:30 (horário de Manaus), mediante disponibilidade do cliente. Ações realizadas e evidências · Identificado espaço de HA reservado em estado crítico. Após remover a reserva de HA e executar novamente o comando de remoção, o processo iniciou, porém finalizou com erro. · Efetuadas novas tentativas de remoção dos nós selecionados via Prism Element e via linha de comando, sem sucesso. · Como último recurso, foi realizado o desligamento físico de um dos nós para forçar a remoção. Mesmo após aguardar ~12 horas, o host permaneceu “travado” na GUI, ocasionando novos problemas de comunicação com a interface e falhas nos backups. Conclusão / Resolução Devido à ausência de licenciamento para acionamento do suporte do fabricante, foi acordado com o cliente a descontinuidade (“destruição”) do cluster atual e a criação de um novo cluster para acomodação das VMs. Como a atividade exige planejamento prévio (criação do novo cluster e migração das VMs), foi acordado o encerramento deste chamado, com continuidade das tratativas em novos tickets para apoio à migração das VMs e à implantação do novo cluster. | Nutanix | AHV",true
chunk-00046,ticket-0018,Massa_de_dados_exportada_Maio__Abertos.csv,ticket_history,[CLEARIT] Bloqueio de acesso Ana Paula Aires,Outros,,,high,"[CLEARIT] Bloqueio de acesso Ana Paula Aires | Gentileza, bloquear todos os acessos da Ana Paula Aires, ela não faz mais parte do time. | Usuário bloqueado com sucesso. | Outros | Outros",true
chunk-00047,ticket-0019,Massa_de_dados_exportada_Maio__Abertos.csv,ticket_history,"SR:Nutanix Disaster Recovery - Criação de, alterar, validar e excluir técnicas e relações de replicação de máquina virtual/área de armazenamento",Nutanix,Nutanix,Prism,low,"SR:Nutanix Disaster Recovery - Criação de, alterar, validar e excluir técnicas e relações de replicação de máquina virtual/área de armazenamento |  |  | Nutanix | Prism (Management)",true
chunk-00048,ticket-0020,Massa_de_dados_exportada_Maio__Abertos.csv,ticket_history,[CLEARIT] Health Check Office SP,Outros,,,low,[CLEARIT] Health Check Office SP | Health Check Office SP |  | Outros | Outros,true
chunk-00049,ticket-0021,Massa_de_dados_exportada_Maio__Abertos.csv,ticket_history,[CLEARIT] Health Check Sistemas ClearIT,Outros,,,low,[CLEARIT] Health Check Sistemas ClearIT | [ClearIT] Health Check Sistemas ClearIT |  | Outros | Outros,true
chunk-00050,ticket-0022,Massa_de_dados_exportada_Maio__Abertos.csv,ticket_history,[CLEARIT] Acesso a pasta de eventos,Outros,,,low,"[CLEARIT] Acesso a pasta de eventos | Olá Pessoal, Estou conseguindo acessar somente uma pasta especifica da área de eventos, gostaria de saber se vocês conseguem liberar o acesso pra mim dessas pastas aqui abaixo: Não estou conseguindo vizualizar essas. Desde já agradeço. Atenciosamente. | Acesso concedido na pasta solicitada. | Outros | Outros",true
chunk-00051,ticket-0023,Massa_de_dados_exportada_Maio__Abertos.csv,ticket_history,[SDTI-AC] Conexao de redes,Fortinet,,,low,"[SDTI-AC] Conexao de redes | Prezados, boa tarde. Tudo bem? Alinhei ontem, durante call em outro ticket, com o Guilherme, um atendimento para amanha -se possivel- ou segunda-feira para tratarmos de uma conexao entre redes da PMRB com a PF. Endereço de rede da ONU instalada na Polícia Federal: [IP_MASKED] / 24 VLAN de Serviço: 2646 - OLT BARRAL ONU Instalada: FHTTFE26785C - MAC: 98E55B73C108 Faixa das câmeras da PMRB: [IP_MASKED]/16 | Durante a call na segunda-feira tratamos da estrutura do SDTI e do uso do fortigate como centralizador das rotas OSPF do município. Fiz os devidos apontamentos sobre a tecnologia e estrutura do firewall que não devem ser utilizados para esta demanda e como gateway da rede PMRB ao mesmo tempo. Neste caso seria necessário utilizar um outro roteador ou manter as redes publicadas nos Switches, como está hoje. Entendemos que a demanda pode se tornar complexa e mesmo que os equipamentos envolvidos na resolução do problema das rotas não seja de gerência da ClearIT, que podemos atuar como consultados nesta demanda para agilizar e apoiar no processo. Ficou alinhado que não fariamos nenhuma alteração no ambiente por agora e que a equipe PMRB fará contato com a PF para validar a possibilidade de um ponto a ponto. Assim que tivermos uma resposta da PF poderemos tomar uma decisão e uma rota para resolução deste caso. Por agora, tratarei o ticket como encerrado para manter o histórico das solicitações limpo e organizado. | Fortinet | Fortigate",true
chunk-00052,ticket-0024,Massa_de_dados_exportada_Maio__Abertos.csv,ticket_history,[SEAD-AC] Reset de senhas do Nutanix,Nutanix,Nutanix,Prism,block,"[SEAD-AC] Reset de senhas do Nutanix | Bom dia, Solicitamos, por gentileza, o reset das seguintes credenciais do ambiente Nutanix: Senha do usuário admin do Prism Credenciais do usuário nutanix via SSH nas CVMs Senha de acesso SSH dos hosts/hypervisores Ficamos no aguardo. | Realizado procedimento descrito na documentação oficial Nutanix (KB-1895), para acesso a CVM sem a necessidade da senha. Após este processo, foi realizado a troca das senhas através de linha de comando utilizando o comando ""sudo [SECRET_BLOCKED]"" e ""user reset-[SECRET_BLOCKED] password=*********"". Para troca das senhas do usuário nutanix e admin do Prism Central, foi necessário realizar a abertura de um chamado junto a nutanix, para que fosse realizada a quebra da senha e a configuração de nova senha. Toda as senhas definidas durante este ticket se encontram em posse do cliente. | Nutanix | Prism (Management)",false
chunk-00053,ticket-0025,Massa_de_dados_exportada_Maio__Abertos.csv,ticket_history,[CMM] Reorganização Regras de Firewall,Fortinet,,,low,"[CMM] Reorganização Regras de Firewall | Durante um contato esta manhã tratamos com a equipe CMM da necessidade de reavaliar todas as regras de firewall do ambiente CMM para remover duplicatas, regras abertas e regras muito fechadas se for o caso. |  | Fortinet | Fortigate",true
chunk-00054,ticket-0026,Massa_de_dados_exportada_Maio__Abertos.csv,ticket_history,[CLEARIT] Acesso ao CRM (Odoo),Odoo,,,low,"[CLEARIT] Acesso ao CRM (Odoo) | Olá, boa tarde! Estou com um probleminha no Odoo, a Andrea está colocando as oportunidades dos clientes na Diretoria Sul, mas algumas oportunidades não estão aparecendo pra mim, como por exemplo, essa imagem que anexei aqui. E também, por gentileza, se puderem inserir a minha assinatura no Odoo. Obrigada! | Foi selecionados os filtros Clear SP e voltou a aparecer as oportunidades no Odoo. | Odoo | Software",true
chunk-00055,ticket-0027,Massa_de_dados_exportada_Maio__Abertos.csv,ticket_history,[CMM] Acesso Semanal,Nutanix,Nutanix,LCM,low,[CMM] Acesso Semanal | Check semanal ambiente CMM. |  | Nutanix | LCM (Lifecycle Manager),true
chunk-00056,ticket-0028,Massa_de_dados_exportada_Maio__Abertos.csv,ticket_history,[CLEARIT] telefone recepção,Outros,,,low,"[CLEARIT] telefone recepção | Olá , bom dia . telefone da recepção não esta funcionando na minha máquina | Ramal da Camila não estava incluso na fila do telefone da Clear. | Outros | Outros",true
chunk-00057,ticket-0029,Massa_de_dados_exportada_Maio__Abertos.csv,ticket_history,Não Consigo autenticar o nutanix pelo os browser,Nutanix,Nutanix,Prism,high,"Não Consigo autenticar o nutanix pelo os browser | bom dia. Não estamos conseguindo acessar o nutanix. segue abaixo o erro. Desde já, muito obrigado Att, Fabrício Paixão | Execução dos comandos allssh genesis restart cluster start | Nutanix | Prism (Management)",true
chunk-00058,ticket-0030,Massa_de_dados_exportada_Maio__Abertos.csv,ticket_history,[CLEARIT] Liberação de acesso para assinatura da plataforma de assinatura clicksign,Outros,,,low,"[CLEARIT] Liberação de acesso para assinatura da plataforma de assinatura clicksign | Boa tarde! Por gentileza libera meu acesso, para assinatura do portal clicksign | Solicitação aprovada. | Outros | Outros",true
chunk-00059,ticket-0031,Massa_de_dados_exportada_Maio__Abertos.csv,ticket_history,[CLEARIT] Horário no Teams,Outros,,,low,[CLEARIT] Horário no Teams | Boa tarde! Poderia me orientar como alterar o horário de trabalho no Teams. | Ajuste realizado no outlook e o horario atualizou. | Outros | Outros,true
chunk-00060,ticket-0032,Massa_de_dados_exportada_Maio__Abertos.csv,ticket_history,[CLEARIT] Acesso ao e-mail de Compliance,Outros,,,low,"[CLEARIT] Acesso ao e-mail de Compliance | A Dr Livia e a Dr Michelle do escritório Stoffel, responsáveis pelo Comitê de Compliance, estão solicitando acesso ao e-mail [EMAIL_MASKED], para poder enviar os e-mails quando necessário. Se puder ser analisado a possibilidade, a Dr Livia e a Dr Michele terão esse acesso e controle. | Usuario partner criado com sucesso para a Michele e Livia, confome solicitado. | Outros | Outros",true
chunk-00061,ticket-0033,Massa_de_dados_exportada_Maio__Abertos.csv,ticket_history,[CLEARIT] Atualização e-mail [EMAIL_MASKED],Outros,,,low,"[CLEARIT] Atualização e-mail [EMAIL_MASKED] | Após recentes mudanças na composição do Comitê de Compliance, faz-se necessária a atualização dos membros, que passam a ser os seguintes: Geisa Azevedo, Priscila Bacelar, Alexandre Guidorzi, André Queiroz e a Dr. Michele e se possível a Dr. Livia. Solicito, por gentileza, a atualização. | Membros atualizados conforme solicitado. | Outros | Outros",true
chunk-00062,ticket-0034,Massa_de_dados_exportada_Maio__Abertos.csv,ticket_history,[CLEAR] Onboarding - Luis Octavio Duarte Costa,,,,low,[CLEAR] Onboarding - Luis Octavio Duarte Costa |  | Onboarding realizado com sucesso..,true
chunk-00063,ticket-0035,Massa_de_dados_exportada_Maio__Abertos.csv,ticket_history,Licenciamento clusters Nutanix,Nutanix,Nutanix,Prism,high,Licenciamento clusters Nutanix | Solicito apoio para verificar o licenciamento de nossos clusters Nutanix. |  | Nutanix | Prism (Management),true
chunk-00064,ticket-0036,Massa_de_dados_exportada_Maio__Abertos.csv,ticket_history,[PREF - CARIACICA] Atualização Veeam Backup & Replication v12 (Build 12.3.1.1139),Veeam,Nutanix,AHV,high,"[PREF - CARIACICA] Atualização Veeam Backup & Replication v12 (Build 12.3.1.1139) | Gostaria de solicitar apoio técnico para a atualização do nosso ambiente de backup. Atualmente, operamos com o Veeam Backup & Replication v12 (Build 12.3.1.1139) e temos como objetivo a migração para a última versão estável disponível. O procedimento deve contemplar a atualização do console e dos proxies de duas unidades Nutanix. No entanto, devido às versões distintas dos nossos clusters, necessitamos de uma validação de compatibilidade antes de prosseguirmos: Unidade 01: Nutanix versão [IP_MASKED] Unidade 02: Nutanix versão 4.6.6 Nossa principal dúvida: Ao atualizarmos o console Veeam e seus respectivos proxies para a versão mais recente, existe o risco de perda de comunicação ou interrupção do suporte para a unidade Nutanix que opera na versão 4.6.6? Poderiam confirmar se a versão pretendida da Veeam mantém a retrocompatibilidade com essas builds do Nutanix AHV ou se seria recomendada a atualização prévia dos clusters? Fico no aguardo de orientações para agendarmos o procedimento com segurança. |  | Veeam | Console (Interface)",true
chunk-00065,ticket-0037,Massa_de_dados_exportada_Maio__Abertos.csv,ticket_history,[CLEARIT] Licença Microsoft Visio,Outros,,,low,"[CLEARIT] Licença Microsoft Visio | Bom dia, Solicito a disponibilização de uma licença do Microsoft Visio. Motivo: utilização da ferramenta para criação de topologias e diagramas técnicos nas documentações As Built dos projetos. | Licença atribuída com sucesso. | Outros | Outros",true
chunk-00066,ticket-0038,Massa_de_dados_exportada_Maio__Abertos.csv,ticket_history,[CLEARIT] Health Check Sistemas ClearIT,Outros,,,low,[CLEARIT] Health Check Sistemas ClearIT | [ClearIT] Health Check Sistemas ClearIT |  | Outros | Outros,true
chunk-00067,ticket-0039,Massa_de_dados_exportada_Maio__Abertos.csv,ticket_history,[CLEARIT] Health Check Office SP,Outros,,,low,[CLEARIT] Health Check Office SP | Health Check Office SP |  | Outros | Outros,true
chunk-00068,ticket-0040,Massa_de_dados_exportada_Maio__Abertos.csv,ticket_history,Verificar Backup veaam,Exagrid,,,low,Verificar Backup veaam | Bom dia Estamos com problema no backup veam. Att; Fabrício Paixão | Não foi possível realizar o atendimento devido a falta de cooperação do cliente. | Exagrid | Hardware,true
chunk-00069,ticket-0041,Massa_de_dados_exportada_Maio__Abertos.csv,ticket_history,[PMM] Configuração de hosts para habilitar para operação.,Nutanix,Nutanix,AHV,high,"[PMM] Configuração de hosts para habilitar para operação. | Boa tarde! Ano passado identificamos um cluster que foi utilizado para treinamento contendo 3 hosts, dois G9 modelo igual os do cluser PMM-DB, e um modelo G8. Destruímos o cluster para reaproveitamento desse ambiente, no entanto, nunca conseguimos concretizar esse uso devido à erros de conexão com o Virtual Switch. Gostaria de receber apoio para realizar a reconfiguração desses hosts para botá-los em operação. Segue a lista dos hosts em questão: Hosts que aparece no foundation NX-8170-G9 NTNX-24SH5R170415-A [IP_MASKED] [IP_MASKED] [IP_MASKED] HM244S005618 Hosts que não aparecem no foundation 24SH5R170414 NX-8170-G9 NTNX-24SH5R170414-A [IP_MASKED] [IP_MASKED] [IP_MASKED] HM244S005598 NX-8155-G8 NTNX-21SM5H510131-A NTNX-21SM5H510131-A [IP_MASKED] [IP_MASKED] [IP_MASKED] HM21AS009073 21SM5H510131 | Foi necessário fazer a remoção dos snapshots pela GUI manualmente. | Nutanix | AHV",true
chunk-00070,ticket-0042,Massa_de_dados_exportada_Maio__Abertos.csv,ticket_history,[SEFAZ-MT] Falha nos jobs de backupdas VMs do nutanix,Commvault,Nutanix,,high,[SEFAZ-MT] Falha nos jobs de backupdas VMs do nutanix | esta dando falha em todos os jobs do backup do cluster 03 e clutser 04 em anexo esta as telas da falha do job do cluster04 |  | Commvault | CommCell Console,true
chunk-00071,ticket-0043,Massa_de_dados_exportada_Maio__Abertos.csv,ticket_history,[CLEARIT] Mudança acesso Share,Sharepoint,,,low,"[CLEARIT] Mudança acesso Share | Boa tarde Bruno, Favor realizar as seguintes alterações: - Incluir os usuários rsilva e lmakiyama no grupo de email [EMAIL_MASKED] - incluir o usuário [EMAIL_MASKED] ao Share Ata de Registro de Preço como somente membro de leitura. Obrigado. | Realizado a inclusão dos usuários no grupo solicitado e o do Daniel como leitura no share desejado. | Sharepoint | Software",true
chunk-00072,ticket-0044,Massa_de_dados_exportada_Maio__Abertos.csv,ticket_history,[CMM] Acesso Semanal,Nutanix,Nutanix,LCM,low,[CMM] Acesso Semanal | Check semanal ambiente CMM. |  | Nutanix | LCM (Lifecycle Manager),true
chunk-00073,ticket-0045,Massa_de_dados_exportada_Maio__Abertos.csv,ticket_history,[CLEARIT] Liberação de Acesso Share,Sharepoint,,,low,"[CLEARIT] Liberação de Acesso Share | Olá, gostaria de solicitar a liberação para acesso conforme abaixo: Clear Tecnologia da Informacao Ltda\Share-Pos-Venda - Documentos\Clientes Clear Tecnologia da Informacao Ltda\Share-Contratos - Documentos | Acessos atribuídos conforme solicitado através do sharepoint admin center. | Sharepoint | Software",true
chunk-00074,ticket-0046,Massa_de_dados_exportada_Maio__Abertos.csv,ticket_history,[TJ-RR] Protection domain PD-BD02-5M snapshot '[PHONE_MASKED]' failed,Nutanix,Nutanix,Storage,high,"[TJ-RR] Protection domain PD-BD02-5M snapshot '[PHONE_MASKED]' failed | Ambiente Nutanix apresentou o seguinte erro crítico: Critical : Protection domain PD-BD02-5M snapshot '[PHONE_MASKED]' failed. Snapshot cancelled due to underlying error: Failed to finalize LWS for LCS 6baabad0-8134-4f8e-8638-9d770a1cb02e error kCanceled Failing the PD snapshot. Impact : A requested snapshot of guest VMs and files in the protection domain did not succeed. Cause : Protection domain has VMs being protected by other vstore(s) or in case of a cluster where Metro Availability is configured, Metro protection domain has more entities than supported. Stargate service may have been down or restarted during snapshot operation. Protection domain have vTPM enabled VMs present in it. Protection domain based snapshot operation is not supported for vTPM enabled VMs. Protection domain has VMs with PCI passthrough devices attached to it. Protection domain based snapshot operation is not supported for VMs with PCI passthrough devices attached to it. Resolution : Unprotect VMs from other vstore(s) before snapshotting the concerned protection domain. In case of a cluster where Metro Availability is configured, make sure number of entities are within the supported limit. Check if the Stargate service has restarted or is unavailable. Refer to KB 3784 to resolve Stargate service related failures. Once Stargate service is stable, subsequent snapshot creation tasks will succeed. Protect vTPM enabled VMs using a Nutanix DR Protection Policy to create Recovery Points. Review and update the configuration of the VMs in the Protection Domain. If the configuration of the VM cannot be changed then unprotect the VMs. Node Id : J50028C7 Block Id : J50028C7 Block Type : ThinkAgile HX650 V3 Storage CN Cluster Id : [PHONE_MASKED][PHONE_MASKED] Cluster Uuid : [PHONE_MASKED]-eb3c-1590-462e-7cd30a6e2468 Cluster Name : TJRR-ADM Cluster Version : el8.5-release-fraser-[IP_MASKED]-stable-cbae750d7c5e60b6363bf088293aafb67ae5e9e9 Cluster Ips : [IP_MASKED] [IP_MASKED] [IP_MASKED] [IP_MASKED] Timestamp : Fri May 15 23:18:38 -04 2026 Link to view alert : [URL_MASKED]]:9440/console/#details?action=details&actionTargetId=a64acab1-fd5c-45b6-9289-05be23ae3375&actionTarget=alert View KB Article(s) : [URL_MASKED] | O alerta foi auto-resolvido às 23:27. | Nutanix | Data Protection",true
chunk-00075,ticket-0047,Massa_de_dados_exportada_Maio__Abertos.csv,ticket_history,[PRODAM] DIMM CECC error,Nutanix,Nutanix,,high,"[PRODAM] DIMM CECC error | Solicito apoio para verificação de alerta reincidente: DIMM CECC errors found for P1-DIMMD2 on node [IP_MASKED], host Nutanix NX-8170-G9 (24SH5R240435). Ticket anterior #[TICKET_ID_MASKED] tratado pelo analista Marcos Santos, onde foi efetuado o procedimento de reboot do host e após 72h o problema não havia reincidido. | Por se tratar de um alerta em estado de recorrência (Já havia sido tratado em um chamado anterior, porém o problema retornou), realizamos a abertura do Case [PHONE_MASKED] junto a Nutanix. Para resolução do problema, a Nutanix realizou a substituição do módulo de memória fisicamente no Host em questão em 22/05. Após este processo, o erro foi corrigido e o problema sanado definitivamente. | Nutanix | Hardware",true
chunk-00076,ticket-0048,Massa_de_dados_exportada_Maio__Abertos.csv,ticket_history,[CMM] Verificar a rotina de backup,Exagrid,,,low,[CMM] Verificar a rotina de backup | Solictamos a inclusão da vm SRVCMMBDDIG03 (servidor de banco de dados SQLSERVER - [IP_MASKED]) e a verficação da lista de backup do servidor do camaradigita - [IP_MASKED] onde tivemos que fazer uma intervenção nesse servidor e tivmos que restaurar um snapshot. |  | Exagrid | Console,true
